func_100011_g,getIsPotionDurationMax
func_72612_a,closeAllSockets_do
func_72613_c,isRunning
func_72620_a,sendResponsePacket
func_72621_a,parseIncomingPacket
func_72622_d,sendAuthChallenge
func_72623_a,stopWithException
func_72624_b,createQueryResponse
func_72625_a,getRequestID
func_72626_g,initQuerySystem
func_72627_c,verifyClientAuth
func_72628_f,cleanQueryClientsMap
func_72645_g,cleanClientThreadsMap
func_72646_f,initClientThreadList
func_72653_g,closeSocket
func_72654_a,sendResponse
func_72655_a,sendMultipacketResponse
func_72656_f,sendLoginFailedResponse
func_72661_a,getBytesAsString
func_72662_b,getRemainingBytesAsLEInt
func_72663_a,getByteAsHexString
func_72664_c,getBytesAsBEint
func_72665_b,getBytesAsLEInt
func_72667_a,writeInt
func_72668_a,writeShort
func_72669_b,reset
func_72670_a,writeByteArray
func_72671_a,writeString
func_72672_a,toByteArray
func_72683_a,addPlayer
func_72684_a,overlaps
func_72685_d,updateMovingPlayer
func_72686_a,getFurthestViewableBlock
func_72688_a,getWorldServer
func_72693_b,tick
func_72694_a,isPlayerWatchingChunk
func_72695_c,removePlayer
func_72703_a,onEntityAdded
func_72709_b,onEntityRemoved
func_72712_a,loadRenderers
func_72720_a,createBindEntityOutlineFbs
func_72721_a,hasCloudFog
func_72723_d,getDebugInfoEntities
func_72728_f,deleteAllDisplayLists
func_72731_b,drawSelectionBox
func_72732_a,setWorldAndLoadRenderers
func_72734_e,updateClouds
func_72735_c,getDebugInfoRenders
func_72785_a,track
func_72786_a,track
func_72787_a,removePlayerFromTrackers
func_72788_a,tick
func_72790_b,untrack
func_72791_a,track
func_72800_K,getHeight
func_72806_N,isEmpty
func_72819_i,getThunderStrength
func_72820_D,getWorldTime
func_72823_a,setData
func_72824_f,getCloudColour
func_72826_c,getCelestialAngle
func_72827_u,getProviderName
func_72829_c,checkBlockCollision
func_72833_a,getSkyColor
func_72835_b,tick
func_72838_d,spawnEntity
func_72839_b,getEntitiesWithinAABBExcludingEntity
func_72841_b,getUniqueDataId
func_72842_a,getBlockDensity
func_72843_D,setRandomSeed
func_72847_b,onEntityRemoved
func_72848_b,removeEventListener
func_72853_d,getMoonPhase
func_72854_c,updateAllPlayersSleepingFlag
func_72855_b,checkNoEntityCollision
func_72857_a,findNearestEntityWithinAABB
func_72860_G,getSaveHandler
func_72863_F,getChunkProvider
func_72866_a,updateEntityWithOptionalForce
func_72867_j,getRainStrength
func_72870_g,updateEntity
func_72872_a,getEntitiesWithinAABB
func_72875_a,isMaterialInBB
func_72876_a,createExplosion
func_72877_b,setWorldTime
func_72880_h,getStarBrightness
func_72882_A,sendQuittingDisconnectingPacket
func_72885_a,newExplosion
func_72890_a,getClosestPlayerToEntity
func_72891_a,setAllowedSpawnTypes
func_72894_k,setRainStrength
func_72896_J,isRaining
func_72897_h,joinEntityInSurroundings
func_72900_e,removeEntity
func_72901_a,rayTraceBlocks
func_72905_C,getSeed
func_72906_B,checkSessionLock
func_72907_a,countEntities
func_72910_y,getLoadedEntityList
func_72911_I,isThundering
func_72912_H,getWorldInfo
func_72914_a,addWorldInfoToCrashReport
func_72916_c,isSpawnChunk
func_72917_a,checkNoEntityCollision
func_72918_a,handleMaterialAcceleration
func_72919_O,getHorizon
func_72920_a,getPendingBlockUpdates
func_72923_a,onEntityAdded
func_72924_a,getPlayerEntityByName
func_72929_e,getCelestialAngleRadians
func_72933_a,rayTraceBlocks
func_72935_r,isDaytime
func_72939_s,updateEntities
func_72940_L,getActualHeight
func_72942_c,addWeatherEffect
func_72943_a,loadData
func_72947_a,calculateInitialWeather
func_72948_g,getFogColor
func_72953_d,containsAnyLiquid
func_72954_a,addEventListener
func_72955_a,tickUpdates
func_72959_q,getBiomeProvider
func_72960_a,setEntityState
func_72963_a,initialize
func_72964_e,getChunk
func_72966_v,calculateInitialSkylight
func_72967_a,calculateSkylightSubtracted
func_72970_h,createChunkProvider
func_72971_b,getSunBrightness
func_72973_f,removeEntityDangerously
func_72974_f,setInitialSpawnLocation
func_72975_g,markBlocksDirtyVertical
func_72979_l,updateWeather
func_72981_t,getDebugLoadedEntities
func_73022_a,removeAllEntities
func_73025_a,doPreChunk
func_73027_a,addEntityToWorld
func_73028_b,removeEntityFromWorld
func_73029_E,doVoidFogParticles
func_73031_a,invalidateBlockReceiveRegion
func_73039_n,getEntityTracker
func_73041_k,flush
func_73042_a,saveLevel
func_73044_a,saveAllChunks
func_73045_a,getEntityByID
func_73046_m,getMinecraftServer
func_73047_i,createBonusChest
func_73051_P,resetRainAndThunder
func_73052_b,createSpawnPosition
func_73053_d,wakeAllPlayers
func_73056_e,areAllPlayersAsleep
func_73075_a,updateBlockRemoving
func_73076_a,setGameType
func_73077_b,initializeGameType
func_73080_a,setWorld
func_73081_b,getGameType
func_73083_d,isCreative
func_73101_e,sendDemoReminder
func_73106_e,getPartialBlockDamage
func_73107_a,setPartialBlockDamage
func_73117_b,updatePlayerEntity
func_73118_a,removeFromTrackedPlayers
func_73119_a,sendDestroyEntityPacketToTrackedPlayers
func_73121_d,isPlayerWatchingThisChunk
func_73122_a,updatePlayerList
func_73123_c,removeTrackedPlayerSymmetric
func_73125_b,updatePlayerEntities
func_73148_d,makeString
func_73149_a,chunkExists
func_73152_e,getLoadedChunkCount
func_73156_b,tick
func_73157_c,canSave
func_73158_c,loadChunk
func_73234_b,unloadChunk
func_73239_e,loadChunkFromFile
func_73240_a,queueUnloadAll
func_73242_b,saveChunkData
func_73243_a,saveChunkExtraData
func_73660_a,update
func_73665_c,getPropertiesFile
func_73666_a,generateNewProperties
func_73667_a,setProperty
func_73668_b,saveProperties
func_73669_a,getIntProperty
func_73670_a,getBooleanProperty
func_73671_a,getStringProperty
func_73680_d,getBanEndDate
func_73682_e,hasBanExpired
func_73686_f,getBanReason
func_73718_a,setLoadingProgress
func_73719_c,displayLoadingString
func_73720_a,displaySavingString
func_73721_b,resetProgressAndMessage
func_73722_d,displayString
func_73728_b,drawVerticalLine
func_73729_b,drawTexturedModalRect
func_73730_a,drawHorizontalLine
func_73731_b,drawString
func_73732_a,drawCenteredString
func_73733_a,drawGradientRect
func_73734_a,drawRect
func_73831_a,updateTick
func_73833_a,setRecordPlayingMessage
func_73834_c,getUpdateCounter
func_73863_a,drawScreen
func_73864_a,mouseClicked
func_73866_w_,initGui
func_73868_f,doesGuiPauseGame
func_73869_a,keyTyped
func_73876_c,updateScreen
func_73878_a,confirmClicked
func_73968_a,rotateAndBlurSkybox
func_73969_a,addSingleplayerMultiplayerButtons
func_73970_b,drawPanorama
func_73971_c,renderSkybox
func_73972_b,addDemoButtons
func_74275_a,updateTimer
func_74290_a,getTimestampedPNGFileForDirectory
func_74296_a,getOptionFloatValue
func_74297_c,getKeyBinding
func_74298_c,getKeyDisplayString
func_74299_a,getTranslation
func_74300_a,loadOptions
func_74303_b,saveOptions
func_74304_a,setOptionFloatValue
func_74305_a,parseFloat
func_74306_a,setOptionValue
func_74308_b,getOptionOrdinalValue
func_74372_a,grabMouseCursor
func_74373_b,ungrabMouseCursor
func_74374_c,mouseXYChange
func_74378_d,getTranslation
func_74379_a,byOrdinal
func_74380_a,isFloat
func_74381_c,getOrdinal
func_74382_b,isBoolean
func_74428_b,processReceivedPackets
func_74430_c,getRemoteAddress
func_74505_d,unpressKey
func_74506_a,unPressAllKeys
func_74507_a,onTick
func_74508_b,resetKeyBindingArrayAndHash
func_74510_a,setKeyBindState
func_74517_a,setColorBuffer
func_74518_a,disableStandardItemLighting
func_74519_b,enableStandardItemLighting
func_74520_c,enableGUIStandardItemLighting
func_74521_a,setColorBuffer
func_74523_b,deleteDisplayLists
func_74524_c,createDirectByteBuffer
func_74526_a,generateDisplayLists
func_74527_f,createDirectIntBuffer
func_74529_h,createDirectFloatBuffer
func_74539_c,getChatLineID
func_74540_b,getUpdatedCounter
func_74583_a,updateRenderInfo
func_74732_a,getId
func_74734_a,write
func_74737_b,copy
func_74742_a,appendTag
func_74744_a,removeTag
func_74745_c,tagCount
func_74757_a,setBoolean
func_74759_k,getIntArray
func_74760_g,getFloat
func_74762_e,getInteger
func_74763_f,getLong
func_74764_b,hasKey
func_74765_d,getShort
func_74767_n,getBoolean
func_74768_a,setInteger
func_74769_h,getDouble
func_74770_j,getByteArray
func_74771_c,getByte
func_74772_a,setLong
func_74773_a,setByteArray
func_74774_a,setByte
func_74775_l,getCompoundTag
func_74776_a,setFloat
func_74777_a,setShort
func_74778_a,setString
func_74779_i,getString
func_74780_a,setDouble
func_74781_a,getTag
func_74782_a,setTag
func_74783_a,setIntArray
func_74793_a,safeWrite
func_74794_a,read
func_74795_b,write
func_74796_a,readCompressed
func_74797_a,read
func_74799_a,writeCompressed
func_74800_a,write
func_74803_a,translateKeyFormat
func_74805_b,translateKey
func_74808_a,getInstance
func_74837_a,translateToLocalFormatted
func_74838_a,translateToLocal
func_74844_a,getErrorObjects
func_74860_a,isLiquidInStructureBoundingBox
func_74861_a,buildComponent
func_74862_a,getYWithOffset
func_74865_a,getXWithOffset
func_74871_b,clearCurrentPositionBlocksUpwards
func_74873_b,getZWithOffset
func_74874_b,getBoundingBox
func_74875_a,addComponentParts
func_74877_c,getComponentType
func_74878_a,fillWithAir
func_74882_a,fillWithRandomizedBlocks
func_74883_a,findIntersecting
func_74889_b,getAverageGroundLevel
func_74891_a,getNextComponentNN
func_74893_a,spawnVillagers
func_74894_b,getNextComponentPP
func_74895_a,canVillageGoDeeper
func_74935_a,offsetToAverageGroundLevel
func_74960_a,getTotalWeight
func_74961_b,getNextComponentX
func_74963_a,getNextComponentNormal
func_74964_a,isAboveGround
func_74965_c,getNextComponentZ
func_74986_a,getNextComponentNormal
func_74987_c,getNextComponentZ
func_74988_a,getRandomDoor
func_74989_b,getNextComponentX
func_74990_a,placeDoor
func_74991_a,canStrongholdGoDeeper
func_75047_a,canSpawnStructureAtCoords
func_75049_b,getStructureStart
func_75059_a,getSpawnList
func_75062_a,selectBlocks
func_75067_a,markAvailableHeight
func_75068_a,generateStructure
func_75069_d,isSizeableStructure
func_75070_a,setRandomHeight
func_75071_a,getBoundingBox
func_75072_c,updateBoundingBox
func_75079_a,updatePieceWeight
func_75084_a,getStructureVillageWeightedPieceList
func_75085_a,canSpawnMoreVillagePiecesOfType
func_75086_a,canSpawnMoreVillagePieces
func_75091_a,writeCapabilitiesToNBT
func_75092_a,setFlySpeed
func_75093_a,getFlySpeed
func_75094_b,getWalkSpeed
func_75095_b,readCapabilitiesFromNBT
func_75112_a,readNBT
func_75113_a,addExhaustion
func_75114_a,setFoodLevel
func_75115_e,getSaturationLevel
func_75116_a,getFoodLevel
func_75117_b,writeNBT
func_75118_a,onUpdate
func_75119_b,setFoodSaturationLevel
func_75121_c,needFood
func_75122_a,addStats
func_75128_a,setCanCraft
func_75129_b,getCanCraft
func_75130_a,onCraftMatrixChanged
func_75132_a,addListener
func_75134_a,onContainerClosed
func_75135_a,mergeItemStack
func_75136_a,getNextTransactionID
func_75137_b,updateProgressBar
func_75138_a,getInventory
func_75139_a,getSlot
func_75140_a,enchantItem
func_75141_a,putStackInSlot
func_75142_b,detectAndSendChanges
func_75145_c,canInteractWith
func_75146_a,addSlotToContainer
func_75147_a,getSlotFromInventory
func_75174_d,getMerchantInventory
func_75175_c,setCurrentRecipeIndex
func_75189_a,canSpawnMoreStructuresOfType
func_75190_a,canSpawnMoreStructures
func_75198_a,prepareStructurePieces
func_75202_c,canAddStructurePieces
func_75208_c,onCrafting
func_75209_a,decrStackSize
func_75210_a,onCrafting
func_75211_c,getStack
func_75214_a,isItemValid
func_75215_d,putStack
func_75216_d,getHasStack
func_75217_a,isHere
func_75218_e,onSlotChanged
func_75219_a,getSlotStackLimit
func_75220_a,onSlotChange
func_75230_a,doTrade
func_75243_a_,canHoldPotion
func_75246_d,updateTask
func_75247_h,getMutexBits
func_75248_a,setMutexBits
func_75249_e,startExecuting
func_75250_a,shouldExecute
func_75251_c,resetTask
func_75252_g,isInterruptible
func_75253_b,shouldContinueExecuting
func_75270_a,setSitting
func_75277_f,isRunning
func_75295_a,canEasilyReach
func_75296_a,isSuitableTarget
func_75366_f,findPossibleShelter
func_75382_a,hasTemptationItemInHand
func_75388_i,spawnBaby
func_75389_f,getNearbyMate
func_75412_a,findNearestDoor
func_75413_a,doesDoorListContain
func_75414_f,resizeDoorList
func_75446_f,checkSufficientDoorsPresentForNewVillager
func_75447_i,giveBirth
func_75461_b,findRandomTargetBlockAwayFrom
func_75462_c,findRandomTargetBlock
func_75463_a,findRandomTarget
func_75464_a,findRandomTargetBlockTowards
func_75466_d,resetDoorOpeningRestrictionCounter
func_75468_f,getDoorOpeningRestrictionCounter
func_75470_e,incrementDoorOpeningRestrictionCounter
func_75473_b,getLastActivityTimestamp
func_75474_b,getDistanceSquared
func_75484_a,setPath
func_75485_k,canNavigate
func_75487_m,removeSunnyPath
func_75488_a,getPathToXYZ
func_75489_a,setSpeed
func_75492_a,tryMoveToXYZ
func_75493_a,isDirectPathBetweenPoints
func_75494_a,getPathToEntityLiving
func_75497_a,tryMoveToEntityLiving
func_75499_g,clearPath
func_75500_f,noPath
func_75501_e,onUpdateNavigation
func_75502_i,getEntityPosition
func_75505_d,getPath
func_75506_l,isInLiquid
func_75508_h,pathFollow
func_75522_a,canSee
func_75523_a,clearSensingCache
func_75528_a,tick
func_75529_b,trySetupSiege
func_75530_c,spawnZombie
func_75540_b,getVillageList
func_75543_d,dropOldestVillagerPosition
func_75544_a,tick
func_75545_e,addNewDoorsToVillageOrCreateVillage
func_75549_c,removeAnnihilatedVillages
func_75557_k,removeDeadAndOutOfRangeDoors
func_75558_f,getVillageDoorInfoList
func_75560_a,tick
func_75561_d,getTicksSinceLastDoorAdding
func_75562_e,getNumVillagers
func_75565_j,removeDeadAndOldAgressors
func_75566_g,isAnnihilated
func_75567_c,getNumVillageDoors
func_75568_b,getVillageRadius
func_75571_b,findNearestVillageAggressor
func_75572_i,updateNumVillagers
func_75573_l,updateVillageRadiusAndCenter
func_75575_a,addOrRenewAgressor
func_75576_a,addVillageDoorInfo
func_75579_h,updateNumIronGolems
func_75598_a,getCreatureClass
func_75599_d,getPeacefulCreature
func_75601_b,getMaxNumberOfCreature
func_75615_a,createEntityFromNBT
func_75616_a,createEntityByID
func_75621_b,getEntityString
func_75638_b,getSpeed
func_75639_a,limitAngle
func_75640_a,isUpdating
func_75641_c,onUpdateMoveHelper
func_75642_a,setMoveTo
func_75649_a,onUpdateLook
func_75650_a,setLookPosition
func_75651_a,setLookPositionWithEntity
func_75652_a,updateRotation
func_75660_a,setJumping
func_75661_b,doJump
func_75664_a,updateRenderAngles
func_75665_a,computeAngleWithBound
func_75734_a,waitForFinish
func_75735_a,queueIO
func_75736_b,processQueue
func_75742_a,getOrLoadData
func_75743_a,getUniqueDataId
func_75744_a,saveAllData
func_75745_a,setData
func_75746_b,loadIdCounts
func_75747_a,saveData
func_75752_b,readPlayerData
func_75753_a,writePlayerData
func_75754_f,getAvailablePlayerDat
func_75755_a,saveWorldInfoWithPlayer
func_75756_e,getPlayerNBTManager
func_75757_d,loadWorldInfo
func_75758_b,getMapFileFromName
func_75759_a,flush
func_75761_a,saveWorldInfo
func_75762_c,checkSessionLock
func_75763_a,getChunkLoader
func_75765_b,getWorldDirectory
func_75766_h,setSessionLock
func_75773_a,canContinue
func_75774_a,onUpdateTasks
func_75775_b,canUse
func_75776_a,addTask
func_75777_a,areTasksCompatible
func_75783_h,getCheatsEnabled
func_75784_e,getLastTimePlayed
func_75785_d,requiresConversion
func_75786_a,getFileName
func_75788_b,getDisplayName
func_75789_g,isHardcoreModeEnabled
func_75790_f,getEnumGameType
func_75799_b,getSaveList
func_75800_d,flushCache
func_75801_b,isOldMapFormat
func_75802_e,deleteWorldDirectory
func_75803_c,getWorldInfo
func_75804_a,getSaveLoader
func_75805_a,convertMapFormat
func_75806_a,renameWorld
func_75807_a,deleteFiles
func_75809_f,createFile
func_75810_a,addRegionFilesToCollection
func_75811_a,convertChunks
func_75812_c,getSaveVersion
func_75813_a,convertFile
func_75814_c,writeNextIO
func_75815_a,loadChunk
func_75816_a,saveChunk
func_75817_a,chunkTick
func_75818_b,flush
func_75819_b,saveExtraChunkData
func_75820_a,writeChunkToNBT
func_75822_a,checkedReadChunkFromNBT
func_75823_a,readChunkFromNBT
func_75824_a,addChunkToPending
func_75829_a,distanceTo
func_75830_a,makeHash
func_75831_a,isAssigned
func_75832_b,distanceToSquared
func_75843_a,format
func_75844_c,dequeue
func_75845_e,isPathEmpty
func_75846_b,sortForward
func_75847_a,sortBack
func_75848_a,clearPath
func_75849_a,addPoint
func_75850_a,changeDistance
func_75853_a,createPath
func_75870_c,getFinalPathPoint
func_75871_b,setCurrentPathLength
func_75872_c,setCurrentPathIndex
func_75873_e,getCurrentPathIndex
func_75874_d,getCurrentPathLength
func_75875_a,incrementPathIndex
func_75876_a,isSamePath
func_75877_a,getPathPointFromIndex
func_75878_a,getPosition
func_75879_b,isFinished
func_75881_a,getVectorFromIndex
func_75885_a,cipherOperation
func_75886_a,createTheCipherInstance
func_75887_a,decryptSharedKey
func_75889_b,decryptData
func_75890_a,createNewSharedKey
func_75891_b,generateKeyPair
func_75893_a,digestOperation
func_75894_a,encryptData
func_75895_a,getServerIdHash
func_75896_a,decodePublicKey
func_75902_a,nextInt
func_75903_a,initChunkSeed
func_75904_a,getInts
func_75905_a,initWorldGenSeed
func_75915_a,magnify
func_75918_d,initCraftableStats
func_75924_a,replaceAllSimilarBlocks
func_75925_c,initStats
func_75966_h,initIndependentStat
func_75968_a,format
func_75971_g,registerStat
func_76030_b,getValue
func_76031_a,getHash
func_76036_e,removeEntry
func_76037_b,containsItem
func_76038_a,addKey
func_76040_a,insert
func_76041_a,lookup
func_76043_a,getSlotIndex
func_76044_g,computeHash
func_76045_c,lookupEntry
func_76046_c,clearMap
func_76047_h,grow
func_76048_a,copyTo
func_76049_d,removeObject
func_76056_b,setSpawnY
func_76057_l,getLastTimePlayed
func_76058_a,setSpawnX
func_76059_o,isRaining
func_76060_a,setGameType
func_76061_m,isThundering
func_76062_a,setWorldName
func_76063_b,getSeed
func_76064_a,updateTagCompound
func_76065_j,getWorldName
func_76067_t,getTerrainType
func_76068_b,setWorldTime
func_76069_a,setThundering
func_76070_v,isInitialized
func_76071_n,getThunderTime
func_76072_h,getPlayerNBTTagCompound
func_76073_f,getWorldTime
func_76074_e,getSpawnZ
func_76075_d,getSpawnY
func_76077_q,getGameType
func_76078_e,setSaveVersion
func_76079_c,getSpawnX
func_76080_g,setRainTime
func_76082_a,cloneNBTCompound
func_76083_p,getRainTime
func_76084_b,setRaining
func_76085_a,setTerrainType
func_76086_u,areCommandsAllowed
func_76087_c,setSpawnZ
func_76088_k,getSaveVersion
func_76089_r,isMapFeaturesEnabled
func_76090_f,setThunderTime
func_76091_d,setServerInitialized
func_76092_g,getSizeOnDisk
func_76093_s,isHardcoreModeEnabled
func_76123_f,ceil
func_76124_d,lfloor
func_76125_a,clamp
func_76126_a,sin
func_76127_a,average
func_76128_c,floor
func_76129_c,sqrt
func_76130_a,abs
func_76131_a,clamp
func_76132_a,absMax
func_76133_a,sqrt
func_76134_b,cos
func_76135_e,abs
func_76136_a,getInt
func_76137_a,intFloorDiv
func_76138_g,wrapDegrees
func_76140_b,fastFloor
func_76141_d,floor
func_76142_g,wrapDegrees
func_76143_f,ceil
func_76179_a,buildPostString
func_76181_a,getSuitableLanPort
func_76184_a,readFromNBT
func_76185_a,markDirty
func_76186_a,setDirty
func_76188_b,isDirty
func_76191_a,updateVisiblePlayers
func_76217_h,getCanBurn
func_76218_k,isOpaque
func_76219_n,setNoPushMobility
func_76220_a,isSolid
func_76221_f,setRequiresTool
func_76222_j,isReplaceable
func_76223_p,setTranslucent
func_76224_d,isLiquid
func_76225_o,setImmovableMobility
func_76226_g,setBurning
func_76228_b,blocksLight
func_76229_l,isToolNotRequired
func_76230_c,blocksMovement
func_76231_i,setReplaceable
func_76271_a,getRandomItem
func_76272_a,getTotalWeight
func_76273_a,getRandomItem
func_76304_a,generateNoiseOctaves
func_76305_a,generateNoiseOctaves
func_76308_a,populateNoiseArray
func_76309_a,grad2
func_76310_a,grad
func_76311_b,lerp
func_76316_a,onInventoryChanged
func_76317_a,clearProfiling
func_76318_c,endStartSection
func_76319_b,endSection
func_76320_a,startSection
func_76321_b,getProfilingData
func_76322_c,getNameOfLastSection
func_76329_a,getColor
func_76333_a,smooth
func_76337_a,ticksToElapsedTime
func_76338_a,stripControlCodes
func_76340_b,getSecond
func_76341_a,getFirst
func_76345_d,getHungerDamage
func_76346_g,getTrueSource
func_76347_k,isFireDamage
func_76348_h,setDamageBypassesArmor
func_76349_b,setProjectile
func_76350_n,isDifficultyScaled
func_76351_m,setDifficultyScaled
func_76352_a,isProjectile
func_76353_a,causeArrowDamage
func_76354_b,causeIndirectMagicDamage
func_76355_l,getDamageType
func_76356_a,causeThrownDamage
func_76357_e,canHarmInCreative
func_76358_a,causeMobDamage
func_76359_i,setDamageAllowedInCreativeMode
func_76361_j,setFireDamage
func_76362_a,causeFireballDamage
func_76363_c,isUnblockable
func_76364_f,getImmediateSource
func_76365_a,causePlayerDamage
func_76390_b,setPotionName
func_76392_e,getStatusIconIndex
func_76393_a,getName
func_76394_a,performEffect
func_76397_a,isReady
func_76398_f,isBadEffect
func_76399_b,setIconIndex
func_76400_d,hasStatusIcon
func_76401_j,getLiquidColor
func_76403_b,isInstant
func_76404_a,setEffectiveness
func_76445_a,getIntCache
func_76446_a,resetIntCache
func_76452_a,combine
func_76453_d,getEffectName
func_76454_e,deincrementDuration
func_76455_a,onUpdate
func_76457_b,performEffect
func_76458_c,getAmplifier
func_76459_b,getDuration
func_76463_a,startSnooper
func_76465_c,getCurrentStats
func_76467_g,addJvmArgsToSnooper
func_76468_d,isSnooperRunning
func_76470_e,stopSnooper
func_76471_b,addMemoryStatsToSnooper
func_76489_a,generateLeafNodeList
func_76490_a,layerSize
func_76493_c,leafNodeNeedsBase
func_76495_b,leafSize
func_76497_e,validTreeLocation
func_76543_b,pickMobSpawner
func_76549_c,getChunkInputStream
func_76550_a,createOrLoadRegionFile
func_76551_a,clearRegionFileReferences
func_76552_d,getChunkOutputStream
func_76556_a,generateLightBrightnessTable
func_76557_i,getAverageGroundLevel
func_76558_a,setWorld
func_76559_b,getMoonPhase
func_76560_a,calcSunriseSunsetColors
func_76561_g,isSkyColored
func_76562_b,getFogColor
func_76563_a,calculateCelestialAngle
func_76565_k,getVoidFogYFactor
func_76566_a,canCoordinateBeSpawn
func_76567_e,canRespawnHere
func_76568_b,doesXZShowFog
func_76569_d,isSurfaceWorld
func_76571_f,getCloudHeight
func_76572_b,init
func_76581_a,set
func_76582_a,get
func_76587_i,getBlockStorageArray
func_76590_a,generateHeightMap
func_76594_o,enqueueRelightChecks
func_76595_e,propagateSkylightOcclusion
func_76599_g,checkSkylightNeighborHeight
func_76600_a,isAtLocation
func_76601_a,needsSaving
func_76602_a,setStorageArrays
func_76603_b,generateSkylightMap
func_76605_m,getBiomeArray
func_76606_c,isEmptyBetween
func_76608_a,removeEntityAtIndex
func_76609_d,updateSkylightNeighborHeight
func_76611_b,getHeightValue
func_76612_a,addEntity
func_76613_n,resetRelightChecks
func_76615_h,relightBlock
func_76616_a,setBiomeArray
func_76617_a,getRandomWithSeed
func_76621_g,isEmpty
func_76622_b,removeEntity
func_76623_d,onUnload
func_76625_h,getTopFilledSegment
func_76630_e,markDirty
func_76631_c,onLoad
func_76632_l,getPos
func_76657_c,setSkyLight
func_76659_c,setBlockLight
func_76661_k,getBlockLight
func_76662_d,getYLocation
func_76663_a,isEmpty
func_76666_d,setSkyLight
func_76670_c,getSkyLight
func_76671_l,getSkyLight
func_76672_e,recalculateRefCounts
func_76674_d,getBlockLight
func_76675_b,needsRandomTick
func_76677_d,setBlockLight
func_76686_a,get
func_76690_a,convertToAnvilFormat
func_76691_a,load
func_76704_a,getChunkDataInputStream
func_76705_d,outOfBounds
func_76706_a,write
func_76707_e,getOffset
func_76708_c,close
func_76709_c,isChunkSaved
func_76710_b,getChunkDataOutputStream
func_76711_a,setOffset
func_76712_a,write
func_76713_b,setChunkTimestamp
func_76727_i,getRainfall
func_76729_a,createBiomeDecorator
func_76730_b,getRandomWorldGenForGrass
func_76731_a,getSkyColorByTemp
func_76736_e,isHighHumidity
func_76738_d,canRain
func_76741_f,getSpawningChance
func_76746_c,getEnableSnow
func_76747_a,getSpawnableList
func_76793_b,genStandardOre2
func_76795_a,genStandardOre1
func_76797_b,generateOres
func_76838_a,cleanupCache
func_76839_e,getCachedBiomes
func_76840_a,getEntry
func_76885_a,getBiome
func_76931_a,getBiomes
func_76932_a,getBiomesToSpawnIn
func_76933_b,getBiomes
func_76937_a,getBiomesForGeneration
func_76938_b,cleanupCache
func_76939_a,getTemperatureAtHeight
func_76940_a,areBiomesViable
func_76975_c,renderShadow
func_76977_a,renderEntityOnFire
func_76978_a,renderOffsetAABB
func_76979_b,doRenderShadowAndFire
func_76982_b,getWorldFromRenderManager
func_76983_a,getFontRendererFromRenderManager
func_76986_a,doRender
func_77008_a,setLightmap
func_77010_a,renderPainting
func_77030_a,getColorMultiplier
func_77034_a,interpolateRotation
func_77036_a,renderModel
func_77037_a,getDeathMaxRotation
func_77039_a,renderLivingAt
func_77040_d,getSwingProgress
func_77041_b,preRenderCallback
func_77043_a,applyRotations
func_77044_a,handleRotationFloat
func_77124_a,setCanBeCreated
func_77125_e,isVersioned
func_77126_d,canBeCreated
func_77127_a,getName
func_77128_b,getTranslationKey
func_77129_f,setVersioned
func_77130_a,byName
func_77131_c,getVersion
func_77132_a,getWorldTypeForGeneratorVersion
func_77142_a,getByName
func_77144_e,isSurvivalOrAdventure
func_77145_d,isCreative
func_77146_a,getByID
func_77147_a,configurePlayerCapabilities
func_77148_a,getID
func_77149_b,getName
func_77158_f,getHardcoreEnabled
func_77159_a,enableBonusChest
func_77160_d,getSeed
func_77161_a,getGameTypeById
func_77162_e,getGameType
func_77163_i,areCommandsAllowed
func_77164_g,isMapFeaturesEnabled
func_77165_h,getTerrainType
func_77166_b,enableCommands
func_77167_c,isBonusChestEnabled
func_77176_a,setScheduledTime
func_77191_a,performWorldGenSpawning
func_77192_a,findChunksForSpawning
func_77201_a,readRecipiesFromTags
func_77202_a,getRecipiesAsTags
func_77203_a,canRecipeBeUsed
func_77272_a,asLong
func_77277_b,getPlayerKnockbackMap
func_77278_a,doExplosionA
func_77279_a,doExplosionB
func_77316_c,getTranslatedName
func_77317_b,getMaxEnchantability
func_77318_a,calcModifierDamage
func_77319_d,getMinLevel
func_77320_a,getName
func_77321_a,getMinEnchantability
func_77322_b,setName
func_77324_c,getRarity
func_77325_b,getMaxLevel
func_77326_a,canApplyTogether
func_77390_a,readFromTags
func_77394_a,getItemToBuy
func_77395_g,writeToTags
func_77396_b,getSecondItemToBuy
func_77397_d,getItemToSell
func_77398_c,hasSecondItemToBuy
func_77399_f,incrementToolUses
func_77444_a,readStat
func_77466_a,getFoliageColorPine
func_77467_a,setFoliageBiomeColorizer
func_77468_c,getFoliageColorBasic
func_77469_b,getFoliageColorBirch
func_77470_a,getFoliageColor
func_77472_b,setClientActiveTexture
func_77473_a,setActiveTexture
func_77474_a,initializeTextures
func_77475_a,setLightmapTextureCoords
func_77479_a,setGrassBiomeColorizer
func_77480_a,getGrassColor
func_77487_a,getServerMotd
func_77488_b,getServerIpPort
func_77489_c,updateLastSeen
func_77493_a,calculateModifier
func_77501_a,getKnockbackModifier
func_77504_a,addRandomEnchantment
func_77506_a,getEnchantmentLevel
func_77508_a,getEnchantmentModifierDamage
func_77513_b,buildEnchantmentList
func_77514_a,calcItemStackEnchantability
